full_name,monetary,avgmonetary,frequency,last_order_date,max_order_date,recency,rfm_recency,rfm_frequency,rfm_monetary,rfm_cell,rfm_cell_string,rfm_segment
Fitria Farida,86862706,934008.0,93,2022-07-26 01:02:39.087370+00:00,2022-07-31 23:59:19.821469+00:00,5,5,5,5,15,555,champions
Fitria Fujiati,9295462,619697.0,15,2022-03-18 11:36:16.092106+00:00,2022-07-31 23:59:19.821469+00:00,135,2,3,3,8,332,about to sleep
Fitria Halimah,274686439,2034714.0,135,2022-06-02 05:53:11.163365+00:00,2022-07-31 23:59:19.821469+00:00,59,3,5,5,13,553,potential loyalist
Fitria Handayani,15376647,961040.0,16,2022-02-03 06:18:42.773993+00:00,2022-07-31 23:59:19.821469+00:00,178,2,3,3,8,332,about to sleep
Fitria Hariyah,199827268,1624612.0,123,2022-06-21 09:07:54.080717+00:00,2022-07-31 23:59:19.821469+00:00,40,4,5,5,14,554,champions
Fitria Hartati,14493274,439190.0,33,2022-07-19 08:24:57.368979+00:00,2022-07-31 23:59:19.821469+00:00,12,5,4,3,12,345,loyal
Fitria Haryanti,152177002,1833458.0,83,2022-07-25 00:39:16.966134+00:00,2022-07-31 23:59:19.821469+00:00,6,5,5,5,15,555,champions
Fitria Hasanah,117299434,792564.0,148,2022-07-11 23:17:29.259584+00:00,2022-07-31 23:59:19.821469+00:00,20,4,5,5,14,554,champions
Fitria Hassanah,3286037,821509.0,4,2020-12-17 22:51:39.008885+00:00,2022-07-31 23:59:19.821469+00:00,591,1,2,2,5,221,hibernating
Fitria Hastuti,95466107,1403913.0,68,2022-07-18 10:01:28.849901+00:00,2022-07-31 23:59:19.821469+00:00,13,5,5,5,15,555,champions
Fitria Kusmawati,326361,326361.0,1,2018-05-12 11:00:16.291900+00:00,2022-07-31 23:59:19.821469+00:00,1541,1,1,1,3,111,hibernating
Fitria Kuswandari,21762767,680086.0,32,2022-06-30 18:17:03.322161+00:00,2022-07-31 23:59:19.821469+00:00,31,4,4,3,11,344,loyal
Fitria Lailasari,29330100,1543689.0,19,2022-03-30 06:02:24.832905+00:00,2022-07-31 23:59:19.821469+00:00,123,2,3,4,9,432,potential loyalist
Fitria Laksita,369706836,1786023.0,207,2022-07-02 00:29:39.871346+00:00,2022-07-31 23:59:19.821469+00:00,29,4,5,5,14,554,champions
Fitria Laksmiwati,1705035,284172.0,6,2022-06-20 07:15:40.882837+00:00,2022-07-31 23:59:19.821469+00:00,41,4,2,2,8,224,at risk
Fitria Lestari,210573698,1754781.0,120,2022-07-30 08:06:21.649017+00:00,2022-07-31 23:59:19.821469+00:00,1,5,5,5,15,555,champions
Fitria Mandasari,81222150,4512342.0,18,2021-10-15 00:31:19.517146+00:00,2022-07-31 23:59:19.821469+00:00,289,1,3,5,9,531,potential loyalist
Fitria Mardhiyah,733326,244442.0,3,2022-03-16 02:34:45.622792+00:00,2022-07-31 23:59:19.821469+00:00,137,2,1,1,4,112,hibernating
Fitria Maryati,1707741,243963.0,7,2021-10-09 23:38:49.915568+00:00,2022-07-31 23:59:19.821469+00:00,295,1,2,2,5,221,hibernating
Fitria Mayasari,1145351,286338.0,4,2021-09-01 22:41:48.699767+00:00,2022-07-31 23:59:19.821469+00:00,333,1,2,1,4,121,hibernating
Fitria Melani,78177888,656957.0,119,2022-07-21 02:56:10.572006+00:00,2022-07-31 23:59:19.821469+00:00,10,5,5,5,15,555,champions
Fitria Mulyani,123877859,1474736.0,84,2022-07-22 23:32:50.576526+00:00,2022-07-31 23:59:19.821469+00:00,9,5,5,5,15,555,champions
Fitria Nasyiah,113954089,1808795.0,63,2022-06-23 18:25:57.665079+00:00,2022-07-31 23:59:19.821469+00:00,38,4,4,5,13,544,champions
Fitria Nasyidah,41772926,835459.0,50,2022-07-30 17:55:44.626364+00:00,2022-07-31 23:59:19.821469+00:00,1,5,4,4,13,445,loyal
Fitria Novitasari,66996402,626135.0,107,2022-06-06 00:32:23.309668+00:00,2022-07-31 23:59:19.821469+00:00,55,3,5,4,12,453,loyal
Fitria Nuraini,4199381,349948.0,12,2022-03-31 07:52:55.431831+00:00,2022-07-31 23:59:19.821469+00:00,122,2,2,2,6,222,hibernating
Fitria Nurdiyanti,191681,191681.0,1,2022-07-11 09:56:32.488180+00:00,2022-07-31 23:59:19.821469+00:00,20,4,1,1,6,114,hibernating
Fitria Oktaviani,54055224,772217.0,70,2022-07-09 15:29:01.248822+00:00,2022-07-31 23:59:19.821469+00:00,22,4,5,4,13,454,loyal
Fitria Padmasari,21336592,533415.0,40,2022-07-06 01:16:25.860730+00:00,2022-07-31 23:59:19.821469+00:00,25,4,4,3,11,344,loyal
Fitria Palastri,116234,116234.0,1,2017-07-02 01:38:22.690849+00:00,2022-07-31 23:59:19.821469+00:00,1855,1,1,1,3,111,hibernating
Fitria Permata,333988947,2385635.0,140,2022-07-08 21:02:07.142007+00:00,2022-07-31 23:59:19.821469+00:00,23,4,5,5,14,554,champions
Fitria Pertiwi,18312361,654013.0,28,2022-07-17 21:05:37.750178+00:00,2022-07-31 23:59:19.821469+00:00,14,5,3,3,11,335,need attention
Fitria Prastuti,210475,210475.0,1,2016-09-18 00:45:16.414226+00:00,2022-07-31 23:59:19.821469+00:00,2142,1,1,1,3,111,hibernating
Fitria Pratiwi,1526501,305300.0,5,2021-07-14 00:22:06.908058+00:00,2022-07-31 23:59:19.821469+00:00,382,1,2,2,5,221,hibernating
Fitria Pudjiastuti,90345056,828854.0,109,2022-07-21 18:50:41.861150+00:00,2022-07-31 23:59:19.821469+00:00,10,5,5,5,15,555,champions
Fitria Purnawati,83688619,638844.0,131,2022-07-10 01:12:31.957398+00:00,2022-07-31 23:59:19.821469+00:00,21,4,5,5,14,554,champions
Fitria Purwanti,8024016,1003002.0,8,2021-12-09 01:13:45.451298+00:00,2022-07-31 23:59:19.821469+00:00,234,2,2,3,7,322,about to sleep
Fitria Puspasari,7012000,438250.0,16,2022-05-26 03:32:11.207496+00:00,2022-07-31 23:59:19.821469+00:00,66,3,3,2,8,233,at risk
Fitria Puspita,7642534,955317.0,8,2022-04-12 08:11:30.272116+00:00,2022-07-31 23:59:19.821469+00:00,110,2,2,3,7,322,about to sleep
Fitria Rahayu,57540665,3028456.0,19,2022-07-30 04:02:27.150955+00:00,2022-07-31 23:59:19.821469+00:00,1,5,3,4,12,435,potential loyalist
Fitria Rahimah,4665481,333249.0,14,2022-01-31 16:00:33.054671+00:00,2022-07-31 23:59:19.821469+00:00,181,2,3,2,7,232,hibernating
Fitria Rahmawati,44215947,1300469.0,34,2022-05-13 00:36:05.723423+00:00,2022-07-31 23:59:19.821469+00:00,79,3,4,4,11,443,potential loyalist
Fitria Riyanti,14655069,472744.0,31,2022-06-15 23:00:48.979416+00:00,2022-07-31 23:59:19.821469+00:00,46,3,4,3,10,343,need attention
Fitria Safitri,381237,381237.0,1,2022-06-27 20:22:27.151918+00:00,2022-07-31 23:59:19.821469+00:00,34,4,1,1,6,114,hibernating
Fitria Suartini,4121672,457964.0,9,2022-04-17 11:57:21.121752+00:00,2022-07-31 23:59:19.821469+00:00,105,2,2,2,6,222,hibernating
Fitria Sudiati,2550822,425137.0,6,2021-11-18 04:03:21.774091+00:00,2022-07-31 23:59:19.821469+00:00,255,2,2,2,6,222,hibernating
Fitria Suryatmi,19321013,1610084.0,12,2022-06-11 21:14:07.838352+00:00,2022-07-31 23:59:19.821469+00:00,50,3,2,3,8,323,about to sleep
Fitria Susanti,2096108,419222.0,5,2020-10-23 01:10:30.674412+00:00,2022-07-31 23:59:19.821469+00:00,646,1,2,2,5,221,hibernating
Fitria Usada,49805069,778204.0,64,2022-07-19 09:53:27.382510+00:00,2022-07-31 23:59:19.821469+00:00,12,5,4,4,13,445,loyal
Fitria Usamah,303614405,1172256.0,259,2022-07-08 10:05:18.600404+00:00,2022-07-31 23:59:19.821469+00:00,23,4,5,5,14,554,champions
Fitria Utami,27968725,559374.0,50,2022-07-05 21:03:47.084002+00:00,2022-07-31 23:59:19.821469+00:00,26,4,4,4,12,444,loyal
Fitria Uyainah,197155015,1859953.0,106,2022-07-01 05:18:30.856375+00:00,2022-07-31 23:59:19.821469+00:00,30,4,5,5,14,554,champions
Fitria Wahyuni,6776245,968035.0,7,2022-03-23 19:08:59.596349+00:00,2022-07-31 23:59:19.821469+00:00,130,2,2,2,6,222,hibernating
Fitria Wastuti,63839341,1100678.0,58,2022-06-06 04:52:11.835485+00:00,2022-07-31 23:59:19.821469+00:00,55,3,4,4,11,443,potential loyalist
Fitria Widiastuti,54156276,808303.0,67,2022-06-24 22:37:56.049634+00:00,2022-07-31 23:59:19.821469+00:00,37,4,5,4,13,454,loyal
Fitria Wijayanti,883208,220802.0,4,2021-04-08 02:28:58.711887+00:00,2022-07-31 23:59:19.821469+00:00,479,1,2,1,4,121,hibernating
Fitria Winarsih,252278643,1409378.0,179,2022-07-01 02:50:18.238996+00:00,2022-07-31 23:59:19.821469+00:00,30,4,5,5,14,554,champions
Fitria Wulandari,21083676,430279.0,49,2022-07-03 01:34:46.733093+00:00,2022-07-31 23:59:19.821469+00:00,28,4,4,3,11,344,loyal
Fitria Yolanda,33883774,968108.0,35,2022-06-26 06:25:32.622296+00:00,2022-07-31 23:59:19.821469+00:00,35,4,4,4,12,444,loyal
Fitria Yulianti,37992796,759856.0,50,2022-07-05 20:23:07.175598+00:00,2022-07-31 23:59:19.821469+00:00,26,4,4,4,12,444,loyal
Fitria Yuniar,17807426,1618857.0,11,2022-05-14 01:38:45.688880+00:00,2022-07-31 23:59:19.821469+00:00,78,3,2,3,8,323,about to sleep
Fitria Zulaika,52309236,968690.0,54,2022-07-31 00:07:51.857326+00:00,2022-07-31 23:59:19.821469+00:00,0,5,4,4,13,445,loyal
Fitriani Andriani,3281527,328153.0,10,2022-04-12 10:59:11.693260+00:00,2022-07-31 23:59:19.821469+00:00,110,2,2,2,6,222,hibernating
Fitriani Anggraini,25020211,610249.0,41,2022-07-06 12:38:53.655919+00:00,2022-07-31 23:59:19.821469+00:00,25,4,4,3,11,344,loyal
Fitriani Aryani,13978336,582431.0,24,2022-04-10 01:07:14.831510+00:00,2022-07-31 23:59:19.821469+00:00,112,2,3,3,8,332,about to sleep
Fitriani Astuti,190502,190502.0,1,2018-11-26 12:56:08.630930+00:00,2022-07-31 23:59:19.821469+00:00,1343,1,1,1,3,111,hibernating
Fitriani Farida,17548870,877444.0,20,2022-06-17 03:37:26.138882+00:00,2022-07-31 23:59:19.821469+00:00,44,4,3,3,10,334,need attention
Fitriani Fujiati,60950195,801976.0,76,2022-07-06 04:00:43.580347+00:00,2022-07-31 23:59:19.821469+00:00,25,4,5,4,13,454,loyal
Fitriani Halimah,16852115,374491.0,45,2022-07-10 16:02:05.650637+00:00,2022-07-31 23:59:19.821469+00:00,21,4,4,3,11,344,loyal
Fitriani Hariyah,16586516,502622.0,33,2022-06-22 15:00:04.000430+00:00,2022-07-31 23:59:19.821469+00:00,39,4,4,3,11,344,loyal
Fitriani Hartati,40659412,645387.0,63,2022-07-21 08:25:56.210155+00:00,2022-07-31 23:59:19.821469+00:00,10,5,4,4,13,445,loyal
Fitriani Haryanti,2378509,594627.0,4,2022-03-16 20:27:23.968417+00:00,2022-07-31 23:59:19.821469+00:00,137,2,2,2,6,222,hibernating
Fitriani Hasanah,28388960,457886.0,62,2022-07-27 18:21:02.304157+00:00,2022-07-31 23:59:19.821469+00:00,4,5,4,4,13,445,loyal
Fitriani Hassanah,295968412,1198253.0,247,2022-06-29 22:41:13.651970+00:00,2022-07-31 23:59:19.821469+00:00,32,4,5,5,14,554,champions
Fitriani Hastuti,1566127,313225.0,5,2022-07-21 03:46:20.802075+00:00,2022-07-31 23:59:19.821469+00:00,10,5,2,2,9,225,at risk
Fitriani Kusmawati,37979060,791230.0,48,2022-06-23 09:34:12.906931+00:00,2022-07-31 23:59:19.821469+00:00,38,4,4,4,12,444,loyal
Fitriani Kuswandari,282504018,8071543.0,35,2022-07-14 01:17:32.735012+00:00,2022-07-31 23:59:19.821469+00:00,17,5,4,5,14,545,champions
Fitriani Lailasari,41663715,1126046.0,37,2022-07-05 01:17:39.910066+00:00,2022-07-31 23:59:19.821469+00:00,26,4,4,4,12,444,loyal
Fitriani Laksita,67673751,2416920.0,28,2022-01-30 12:36:52.983471+00:00,2022-07-31 23:59:19.821469+00:00,182,2,3,4,9,432,potential loyalist
Fitriani Laksmiwati,544799,136200.0,4,2021-08-30 20:38:36.132379+00:00,2022-07-31 23:59:19.821469+00:00,335,1,2,1,4,121,hibernating
Fitriani Lestari,473282,157761.0,3,2021-11-22 12:12:59.314660+00:00,2022-07-31 23:59:19.821469+00:00,251,2,1,1,4,112,hibernating
Fitriani Mandasari,68396872,1753766.0,39,2022-06-18 05:04:01.647709+00:00,2022-07-31 23:59:19.821469+00:00,43,4,4,4,12,444,loyal
Fitriani Mardhiyah,66416350,2012617.0,33,2022-04-23 03:23:54.698773+00:00,2022-07-31 23:59:19.821469+00:00,99,2,4,4,10,442,potential loyalist
Fitriani Maryati,123764609,2690535.0,46,2022-07-16 11:48:53.446492+00:00,2022-07-31 23:59:19.821469+00:00,15,5,4,5,14,545,champions
Fitriani Mayasari,9120762,651483.0,14,2022-01-12 11:30:19.959073+00:00,2022-07-31 23:59:19.821469+00:00,200,2,3,3,8,332,about to sleep
Fitriani Melani,50884138,678455.0,75,2022-05-26 12:13:38.161824+00:00,2022-07-31 23:59:19.821469+00:00,66,3,5,4,12,453,loyal
Fitriani Mulyani,229616,229616.0,1,2020-06-15 07:14:33.841360+00:00,2022-07-31 23:59:19.821469+00:00,776,1,1,1,3,111,hibernating
Fitriani Namaga,18877176,858053.0,22,2022-03-17 04:24:21.002792+00:00,2022-07-31 23:59:19.821469+00:00,136,2,3,3,8,332,about to sleep
Fitriani Nasyiah,1711612,285269.0,6,2022-05-13 07:24:07.158270+00:00,2022-07-31 23:59:19.821469+00:00,79,3,2,2,7,223,at risk
Fitriani Nasyidah,14937713,426792.0,35,2022-07-28 19:59:59.081000+00:00,2022-07-31 23:59:19.821469+00:00,3,5,4,3,12,345,loyal
Fitriani Novitasari,1502801,500934.0,3,2020-09-20 10:05:24.862756+00:00,2022-07-31 23:59:19.821469+00:00,679,1,1,2,4,211,hibernating
Fitriani Nurdiyanti,1827737,304623.0,6,2022-07-26 02:00:57.485830+00:00,2022-07-31 23:59:19.821469+00:00,5,5,2,2,9,225,at risk
Fitriani Oktaviani,1839312,459828.0,4,2021-11-12 20:47:23.598407+00:00,2022-07-31 23:59:19.821469+00:00,261,2,2,2,6,222,hibernating
Fitriani Padmasari,62453698,855530.0,73,2022-07-04 22:05:55.405252+00:00,2022-07-31 23:59:19.821469+00:00,27,4,5,4,13,454,loyal
Fitriani Palastri,3695624,369562.0,10,2021-09-27 18:09:13.546778+00:00,2022-07-31 23:59:19.821469+00:00,307,1,2,2,5,221,hibernating
Fitriani Permata,79679527,788906.0,101,2022-07-13 05:06:38.509806+00:00,2022-07-31 23:59:19.821469+00:00,18,5,5,5,15,555,champions
Fitriani Pertiwi,889305,296435.0,3,2021-06-30 20:21:30.639527+00:00,2022-07-31 23:59:19.821469+00:00,396,1,1,1,3,111,hibernating
Fitriani Prastuti,8536205,371139.0,23,2022-05-25 00:53:19.769758+00:00,2022-07-31 23:59:19.821469+00:00,67,3,3,3,9,333,need attention
Fitriani Pratiwi,30377462,1168364.0,26,2022-04-10 08:37:00.291376+00:00,2022-07-31 23:59:19.821469+00:00,112,2,3,4,9,432,potential loyalist
Fitriani Pudjiastuti,3107664,776916.0,4,2021-05-31 06:30:06.580676+00:00,2022-07-31 23:59:19.821469+00:00,426,1,2,2,5,221,hibernating
Fitriani Puspasari,118325107,2151366.0,55,2022-07-12 02:05:10.918623+00:00,2022-07-31 23:59:19.821469+00:00,19,5,4,5,14,545,champions
Fitriani Puspita,199281772,1498359.0,133,2022-07-18 12:21:56.899278+00:00,2022-07-31 23:59:19.821469+00:00,13,5,5,5,15,555,champions
Fitriani Rahayu,20205639,1554280.0,13,2021-10-05 11:39:44.866670+00:00,2022-07-31 23:59:19.821469+00:00,299,1,3,3,7,331,about to sleep
Fitriani Rahimah,86596269,1546362.0,56,2022-07-19 18:16:50.662157+00:00,2022-07-31 23:59:19.821469+00:00,12,5,4,5,14,545,champions
Fitriani Rahmawati,15862973,610114.0,26,2022-05-22 21:25:28.466682+00:00,2022-07-31 23:59:19.821469+00:00,70,3,3,3,9,333,need attention
Fitriani Riyanti,332744109,1246233.0,267,2022-07-24 11:18:42.203977+00:00,2022-07-31 23:59:19.821469+00:00,7,5,5,5,15,555,champions
Fitriani Safitri,234517,117258.0,2,2022-05-16 01:55:15.147360+00:00,2022-07-31 23:59:19.821469+00:00,76,3,1,1,5,113,hibernating
Fitriani Sudiati,1567074,391768.0,4,2021-05-16 08:23:05.096380+00:00,2022-07-31 23:59:19.821469+00:00,441,1,2,2,5,221,hibernating
Fitriani Suryatmi,83822384,1164200.0,72,2022-07-01 10:53:05.078354+00:00,2022-07-31 23:59:19.821469+00:00,30,4,5,5,14,554,champions
Fitriani Usada,56061456,904217.0,62,2022-07-12 01:16:24.992189+00:00,2022-07-31 23:59:19.821469+00:00,19,5,4,4,13,445,loyal
Fitriani Usamah,77464864,1210388.0,64,2022-06-26 20:48:41.500756+00:00,2022-07-31 23:59:19.821469+00:00,35,4,4,5,13,544,champions
Fitriani Utami,510674,510674.0,1,2022-07-15 22:51:08.511548+00:00,2022-07-31 23:59:19.821469+00:00,16,5,1,1,7,115,hibernating
Fitriani Uyainah,53729840,814088.0,66,2022-07-19 21:09:59.533514+00:00,2022-07-31 23:59:19.821469+00:00,12,5,4,4,13,445,loyal
Fitriani Wahyuni,38587962,1330619.0,29,2022-05-16 00:32:16.775973+00:00,2022-07-31 23:59:19.821469+00:00,76,3,4,4,11,443,potential loyalist
Fitriani Wastuti,1081328,270332.0,4,2022-01-21 03:03:43.967439+00:00,2022-07-31 23:59:19.821469+00:00,191,2,2,1,5,122,hibernating
Fitriani Widiastuti,3423678,855920.0,4,2020-02-16 22:36:54.928560+00:00,2022-07-31 23:59:19.821469+00:00,896,1,2,2,5,221,hibernating
Fitriani Wijayanti,134349417,1083463.0,124,2022-06-13 02:15:11.938428+00:00,2022-07-31 23:59:19.821469+00:00,48,3,5,5,13,553,potential loyalist
Fitriani Winarsih,1943954,485988.0,4,2019-08-17 11:41:58.583357+00:00,2022-07-31 23:59:19.821469+00:00,1079,1,2,2,5,221,hibernating
Fitriani Wulandari,2085296,695099.0,3,2022-03-27 20:50:32.407117+00:00,2022-07-31 23:59:19.821469+00:00,126,2,1,2,5,212,hibernating
Fitriani Yolanda,16319715,709553.0,23,2022-07-04 06:10:45.080985+00:00,2022-07-31 23:59:19.821469+00:00,27,4,3,3,10,334,need attention
Fitriani Yulianti,5394499,539450.0,10,2022-04-24 22:06:26.081667+00:00,2022-07-31 23:59:19.821469+00:00,98,2,2,2,6,222,hibernating
Fitriani Yuliarti,8543609,610258.0,14,2022-05-11 19:10:14.840771+00:00,2022-07-31 23:59:19.821469+00:00,81,3,3,3,9,333,need attention
Fitriani Yuniar,59653549,817172.0,73,2022-07-06 03:42:17.330292+00:00,2022-07-31 23:59:19.821469+00:00,25,4,5,4,13,454,loyal
Fitriani Zulaika,11527881,548947.0,21,2022-06-17 03:24:27.636061+00:00,2022-07-31 23:59:19.821469+00:00,44,4,3,3,10,334,need attention
Gabriella Agustina,35885411,797454.0,45,2022-06-30 05:21:20.367840+00:00,2022-07-31 23:59:19.821469+00:00,31,4,4,4,12,444,loyal
Gabriella Andriani,21266920,924649.0,23,2022-06-17 22:11:18.551163+00:00,2022-07-31 23:59:19.821469+00:00,44,4,3,3,10,334,need attention
Gabriella Farida,260190108,996897.0,261,2022-07-21 00:15:52.104898+00:00,2022-07-31 23:59:19.821469+00:00,10,5,5,5,15,555,champions
Gabriella Fujiati,178436735,1189578.0,150,2022-07-31 16:56:24.893073+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
Gabriella Halimah,40710438,690007.0,59,2022-06-14 08:47:49.028804+00:00,2022-07-31 23:59:19.821469+00:00,47,3,4,4,11,443,potential loyalist
Gabriella Handayani,7839875,391994.0,20,2022-07-24 07:39:41.482440+00:00,2022-07-31 23:59:19.821469+00:00,7,5,3,3,11,335,need attention
Gabriella Hartati,70995928,676152.0,105,2022-07-26 09:18:24.669697+00:00,2022-07-31 23:59:19.821469+00:00,5,5,5,4,14,455,loyal
Gabriella Haryanti,222713236,2716015.0,82,2022-07-31 17:22:26.769443+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
Gabriella Hasanah,143748969,2662018.0,54,2022-03-16 22:37:43.080278+00:00,2022-07-31 23:59:19.821469+00:00,137,2,4,5,11,542,potential loyalist
Gabriella Hassanah,29539999,671364.0,44,2022-07-17 06:02:01.117715+00:00,2022-07-31 23:59:19.821469+00:00,14,5,4,4,13,445,loyal
Gabriella Hastuti,219965,219965.0,1,2021-03-21 10:15:50.558600+00:00,2022-07-31 23:59:19.821469+00:00,497,1,1,1,3,111,hibernating
Gabriella Kusmawati,218155,218155.0,1,2021-07-25 01:00:10.386255+00:00,2022-07-31 23:59:19.821469+00:00,371,1,1,1,3,111,hibernating
Gabriella Kuswandari,220506234,1586376.0,139,2022-07-15 12:36:51.405395+00:00,2022-07-31 23:59:19.821469+00:00,16,5,5,5,15,555,champions
Gabriella Lailasari,411132,411132.0,1,2022-01-29 16:37:56.813287+00:00,2022-07-31 23:59:19.821469+00:00,183,2,1,1,4,112,hibernating
Gabriella Laksita,3444538,1148179.0,3,2021-07-03 23:15:10.109843+00:00,2022-07-31 23:59:19.821469+00:00,393,1,1,2,4,211,hibernating
Gabriella Laksmiwati,16034621,501082.0,32,2022-05-17 12:54:48.823735+00:00,2022-07-31 23:59:19.821469+00:00,75,3,4,3,10,343,need attention
Gabriella Lestari,25561905,1161905.0,22,2022-07-17 08:45:01.485950+00:00,2022-07-31 23:59:19.821469+00:00,14,5,3,4,12,435,potential loyalist
Gabriella Mandasari,120783051,2082466.0,58,2022-06-27 21:40:14.262331+00:00,2022-07-31 23:59:19.821469+00:00,34,4,4,5,13,544,champions
Gabriella Maryati,19911040,603365.0,33,2022-06-24 08:09:02.294737+00:00,2022-07-31 23:59:19.821469+00:00,37,4,4,3,11,344,loyal
Gabriella Mayasari,2271442,757147.0,3,2021-08-08 15:08:18.635684+00:00,2022-07-31 23:59:19.821469+00:00,357,1,1,2,4,211,hibernating
Gabriella Melani,2602920,867640.0,3,2020-08-29 16:25:34.642707+00:00,2022-07-31 23:59:19.821469+00:00,701,1,1,2,4,211,hibernating
Gabriella Mulyani,1719072,429768.0,4,2022-01-18 07:13:07.738958+00:00,2022-07-31 23:59:19.821469+00:00,194,2,2,2,6,222,hibernating
Gabriella Namaga,14960591,554096.0,27,2022-04-21 22:59:20.874613+00:00,2022-07-31 23:59:19.821469+00:00,101,2,3,3,8,332,about to sleep
Gabriella Nasyiah,14045752,453089.0,31,2022-07-01 05:48:14.991255+00:00,2022-07-31 23:59:19.821469+00:00,30,4,4,3,11,344,loyal
Gabriella Nasyidah,90189731,1960646.0,46,2022-07-06 00:10:16.089294+00:00,2022-07-31 23:59:19.821469+00:00,25,4,4,5,13,544,champions
Gabriella Padmasari,1200619,1200619.0,1,2021-03-21 16:36:32.361243+00:00,2022-07-31 23:59:19.821469+00:00,497,1,1,1,3,111,hibernating
Gabriella Permata,12766331,638317.0,20,2022-07-30 15:55:38.627379+00:00,2022-07-31 23:59:19.821469+00:00,1,5,3,3,11,335,need attention
Gabriella Pertiwi,24117082,861324.0,28,2022-06-19 20:13:40.412259+00:00,2022-07-31 23:59:19.821469+00:00,42,4,3,3,10,334,need attention
Gabriella Prastuti,44631666,811485.0,55,2022-07-19 06:35:01.711445+00:00,2022-07-31 23:59:19.821469+00:00,12,5,4,4,13,445,loyal
Gabriella Pratiwi,2794770,558954.0,5,2021-11-07 22:23:22.895054+00:00,2022-07-31 23:59:19.821469+00:00,266,2,2,2,6,222,hibernating
Gabriella Pudjiastuti,90677176,2386241.0,38,2022-06-27 16:46:40.964950+00:00,2022-07-31 23:59:19.821469+00:00,34,4,4,5,13,544,champions
Gabriella Purnawati,55996633,4666386.0,12,2022-02-12 15:47:05.229159+00:00,2022-07-31 23:59:19.821469+00:00,169,2,2,4,8,422,potential loyalist
Gabriella Purwanti,174006104,1553626.0,112,2022-07-11 18:14:09.414131+00:00,2022-07-31 23:59:19.821469+00:00,20,4,5,5,14,554,champions
Gabriella Puspita,55021589,809141.0,68,2022-06-23 05:35:43.207047+00:00,2022-07-31 23:59:19.821469+00:00,38,4,5,4,13,454,loyal
Gabriella Rahayu,131639506,1400420.0,94,2022-06-08 01:15:35.832621+00:00,2022-07-31 23:59:19.821469+00:00,53,3,5,5,13,553,potential loyalist
Gabriella Rahimah,139753028,957213.0,146,2022-07-28 03:50:42.336141+00:00,2022-07-31 23:59:19.821469+00:00,3,5,5,5,15,555,champions
Gabriella Riyanti,13015773,591626.0,22,2022-05-29 23:06:07.864392+00:00,2022-07-31 23:59:19.821469+00:00,63,3,3,3,9,333,need attention
Gabriella Safitri,72751496,2078614.0,35,2022-05-08 02:03:32.507579+00:00,2022-07-31 23:59:19.821469+00:00,84,3,4,4,11,443,potential loyalist
Gabriella Sudiati,4129477,344123.0,12,2022-07-27 11:11:14.973737+00:00,2022-07-31 23:59:19.821469+00:00,4,5,2,2,9,225,at risk
Gabriella Suryatmi,18817215,1106895.0,17,2022-06-12 23:01:46.621297+00:00,2022-07-31 23:59:19.821469+00:00,49,3,3,3,9,333,need attention
Gabriella Susanti,286195078,1306827.0,219,2022-07-24 02:29:31.346607+00:00,2022-07-31 23:59:19.821469+00:00,7,5,5,5,15,555,champions
Gabriella Usada,98220933,854095.0,115,2022-06-07 09:20:44.187747+00:00,2022-07-31 23:59:19.821469+00:00,54,3,5,5,13,553,potential loyalist
Gabriella Usamah,146103941,716196.0,204,2022-05-18 02:49:20.464395+00:00,2022-07-31 23:59:19.821469+00:00,74,3,5,5,13,553,potential loyalist
Gabriella Utami,34811850,632943.0,55,2022-07-26 20:14:09.636508+00:00,2022-07-31 23:59:19.821469+00:00,5,5,4,4,13,445,loyal
Gabriella Uyainah,2840688,315632.0,9,2022-07-06 19:57:27.750940+00:00,2022-07-31 23:59:19.821469+00:00,25,4,2,2,8,224,at risk
Gabriella Wahyuni,60989675,603858.0,101,2022-07-25 01:43:10.579378+00:00,2022-07-31 23:59:19.821469+00:00,6,5,5,4,14,455,loyal
Gabriella Wastuti,64553822,909209.0,71,2022-06-15 04:08:19.286737+00:00,2022-07-31 23:59:19.821469+00:00,46,3,5,4,12,453,loyal
Gabriella Widiastuti,212370592,1135672.0,187,2022-07-08 15:53:54.748214+00:00,2022-07-31 23:59:19.821469+00:00,23,4,5,5,14,554,champions
Gabriella Wijayanti,20653909,712204.0,29,2022-04-11 18:14:19.716177+00:00,2022-07-31 23:59:19.821469+00:00,111,2,4,3,9,342,need attention
Gabriella Winarsih,3201463,457352.0,7,2022-03-26 22:46:03.397024+00:00,2022-07-31 23:59:19.821469+00:00,127,2,2,2,6,222,hibernating
Gabriella Wulandari,49411600,772056.0,64,2022-06-25 03:54:43.046754+00:00,2022-07-31 23:59:19.821469+00:00,36,4,4,4,12,444,loyal
Gabriella Yolanda,104339107,1003261.0,104,2022-06-23 17:29:58.106806+00:00,2022-07-31 23:59:19.821469+00:00,38,4,5,5,14,554,champions
Gabriella Yuliarti,111493894,1114939.0,100,2022-07-31 16:10:23.716122+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
